365.5			000.0
365.9			000.0
366.4			000.0
366.8			000.0
367.3			000.0
367.7			000.0
368.2			000.0
368.6			000.0
369.0			000.0
369.5			000.0
369.9			000.0
370.4			000.0
370.8			000.0
371.2			000.0
371.7			000.0
372.1			000.0
372.6			000.0
373.0			000.0
373.4			000.0
373.9			000.0
374.3			000.0
374.8			000.0
375.2			000.0
375.6			000.0
376.1			000.0
376.5			000.0
377.0			000.0
377.4			000.0
377.9			000.0
378.3			000.0
378.7			000.0
379.2			000.0
379.6			000.0
380.1			000.2
380.5			000.0
380.9			000.0
381.4			000.0
381.8			000.0
382.3			000.0
382.7			000.0
383.1			000.0
383.6			000.0
384.0			000.0
384.5			000.0
384.9			000.0
385.3			000.0
385.8			000.0
386.2			000.0
386.7			000.0
387.1			000.0
387.5			000.0
388.0			000.0
388.4			000.0
388.9			000.0
389.3			000.0
389.7			000.0
390.2			000.0
390.6			000.0
391.1			000.0
391.5			000.0
391.9			000.0
392.4			000.0
392.8			000.0
393.3			000.0
393.7			000.0
394.1			000.0
394.6			000.0
395.0			000.0
395.5			000.1
395.9			000.1
396.3			000.0
396.8			000.0
397.2			000.6
397.7			000.0
398.1			000.0
398.5			000.0
399.0			000.0
399.4			000.0
399.9			000.1
400.3			000.1
400.7			000.2
401.2			000.1
401.6			000.1
402.1			000.0
402.5			000.2
402.9			000.2
403.4			000.6
403.8			000.6
404.3			000.5
404.7			000.5
405.1			000.7
405.6			000.7
406.0			001.0
406.5			001.0
406.9			000.9
407.3			000.9
407.8			001.1
408.2			001.1
408.7			001.5
409.1			001.5
409.5			001.7
410.0			001.8
410.4			002.2
410.8			002.2
411.3			002.7
411.7			002.9
412.2			002.9
412.6			002.9
413.0			003.3
413.5			003.3
413.9			003.4
414.4			003.4
414.8			004.0
415.2			004.7
415.7			004.5
416.1			004.6
416.6			004.8
417.0			004.8
417.4			005.3
417.9			005.4
418.3			006.0
418.8			006.1
419.2			006.8
419.6			006.9
420.1			007.1
420.5			007.1
421.0			007.5
421.4			007.5
421.8			008.2
422.3			008.4
422.7			008.6
423.1			008.6
423.6			009.2
424.0			009.7
424.5			009.9
424.9			010.0
425.3			010.0
425.8			010.2
426.2			010.9
426.7			011.5
427.1			011.7
427.5			012.1
428.0			011.7
428.4			012.4
428.9			011.5
429.3			012.0
429.7			012.0
430.2			013.4
430.6			011.7
431.0			014.1
431.5			012.4
431.9			015.7
432.4			013.2
432.8			017.7
433.2			015.8
433.7			019.5
434.1			017.4
434.6			022.1
435.0			018.8
435.4			023.4
435.9			020.4
436.3			025.2
436.7			021.8
437.2			028.3
437.6			025.4
438.1			029.8
438.5			024.5
438.9			030.5
439.4			027.4
439.8			031.8
440.3			029.0
440.7			034.4
441.1			030.8
441.6			035.5
442.0			029.9
442.4			035.1
442.9			032.0
443.3			037.4
443.8			032.0
444.2			036.0
444.6			032.6
445.1			036.8
445.5			031.5
446.0			036.8
446.4			032.2
446.8			036.7
447.3			031.4
447.7			034.5
448.1			030.7
448.6			034.7
449.0			029.2
449.5			031.2
449.9			028.5
450.3			030.2
450.8			027.3
451.2			028.2
451.6			027.6
452.1			029.0
452.5			025.1
453.0			028.2
453.4			023.9
453.8			025.4
454.3			022.5
454.7			024.5
455.1			021.5
